trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0469725	0.01663
-0.0024	-0.1269	0.0334	-0.0002548180707911721	0.00022340214425527416	-7.504915783575618e-05	1.11620784	55.58938217	1.04249704	0.1903634686441101	0.045893	0.01362
-0.004	-0.0458	0.0429	-0.0008709192967451704	0.0002740166925631097	-0.000307177948351002	0.90807867	45.22413254	0.93310529	0.137142228238854	0.0488595	0.01631
-0.0082	0.0366	0.0453	-0.0005288347633542819	0.0001605702911834783	-0.0003787364476827695	0.85240811	42.45162582	0.8984504	0.11535447170511436	0.0479866	0.01549
-0.0104	0.0715	0.0507	-0.0005811946409141118	0.0001937315469713706	-0.0004799655442984406	0.79706585	39.69547272	0.86959424	0.05183751149816966	0.048695	0.01755
-0.0094	0.1	0.0393	-0.00014486232791552936	0.0003525565089028545	-0.0005864306286700947	0.82431489	41.05252838	0.88422161	0.07598111796508601	0.0464743	0.01572
0.0063	0.1249	0.0289	-0.0005619960191421741	0.00033335788713091696	-0.00046425758103049166	0.83575481	41.62226105	0.89018739	0.07892526803190926	0.0488538	0.019
0.0124	0.1036	0.0143	-0.001281071670963838	0.000853466004225227	-0.0005585053606381855	0.94054836	46.84118652	0.95326377	0.10867157742618339	0.0527129	0.02298
-0.0396	0.1033	-0.031	0.003085742117525975	-6.108652381980153e-05	-0.0013892820845874865	1.64298975	81.82417297	1.39300322	0.4032071520242072	0.0328209	0.00293
-0.053	-0.0246	-0.0042	0.0026912977065752563	-0.0002129301687433082	-0.001689478715930511	1.09439337	54.50297546	1.01772617	0.21042423436086247	0.0304703	0.00231
-0.038	-0.0879	-0.0591	0.003010692959690218	-0.00038048177693476387	-0.0015481070465189703	0.90195876	44.91934967	0.92302152	0.16461592653589793	0.0289475	0.00151
-0.0111	-0.064	-0.0897	0.003576179637336381	-0.00012740903539558605	-0.001075122819228507	0.89741641	44.69313049	0.91901668	0.14597718232379017	0.027982	0.00122
-0.0058	-0.1272	-0.0986	0.004207988826558329	-0.00015533430342749534	-0.0012531464029319286	0.96686369	48.15174484	0.944484	0.11928790204786392	0.0255471	0.00089
0.0083	-0.1576	-0.1056	0.004665265090580842	0.0003612831551628262	-0.0008970992355250854	0.92431617	46.03279114	0.92670416	0.1179970445009839	0.0234414	0.00057
-0.0013	-0.0117	-0.0842	0.004550073359949217	5.4105206811824215e-05	-0.0007208209810736582	1.06549966	53.06401062	0.98892791	0.20683239667170272	0.0264974	0.00075
-0.0046	-0.1622	-0.0921	0.004014257279586958	0.0002303834612632515	-0.0008063421144213803	1.1094656	55.25360107	1.00885539	0.2015807734080704	0.0252979	0.00067
